hexagram_id,phase,voiceWeight,coherence,chaos,whimsy,darkTone,porosity_norm,dominant_axis,text
7,present,0.95872,0.97125,0.09499,0.10876,0.2612,0.25,coherence,<|hexagram|>07 <|phase|>present <|action|>ASSERT <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>The Army
7,future,0.95872,0.97125,0.09499,0.10876,0.2612,0.25,coherence,<|hexagram|>07 <|phase|>future <|action|>ASSERT <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>The Army
7,transition,0.95872,0.97125,0.09499,0.10876,0.2612,0.25,coherence,<|hexagram|>07 <|phase|>transition <|action|>ASSERT <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>The Army
7,resolution,0.95872,0.97125,0.09499,0.10876,0.2612,0.25,coherence,<|hexagram|>07 <|phase|>resolution <|action|>ASSERT <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>The Army
7,dissolution,0.95872,0.97125,0.09499,0.10876,0.2612,0.25,coherence,<|hexagram|>07 <|phase|>dissolution <|action|>ASSERT <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>The Army
7,crystallization,0.95872,0.97125,0.09499,0.10876,0.2612,0.25,coherence,<|hexagram|>07 <|phase|>crystallization <|action|>ASSERT <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>The Army
7,void,0.95872,0.97125,0.09499,0.10876,0.2612,0.25,coherence,<|hexagram|>07 <|phase|>void <|action|>ASSERT <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>The Army
8,past,0.84487,0.89911,0.14485,0.42838,0.07513,0.25,coherence,<|hexagram|>08 <|phase|>past <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Holding Together
8,present,0.84487,0.89911,0.14485,0.42838,0.07513,0.25,coherence,<|hexagram|>08 <|phase|>present <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Holding Together
8,future,0.84487,0.89911,0.14485,0.42838,0.07513,0.25,coherence,<|hexagram|>08 <|phase|>future <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Holding Together
8,transition,0.84487,0.89911,0.14485,0.42838,0.07513,0.25,coherence,<|hexagram|>08 <|phase|>transition <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Holding Together
8,resolution,0.84487,0.89911,0.14485,0.42838,0.07513,0.25,coherence,<|hexagram|>08 <|phase|>resolution <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Holding Together
8,dissolution,0.84487,0.89911,0.14485,0.42838,0.07513,0.25,coherence,<|hexagram|>08 <|phase|>dissolution <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Holding Together
8,crystallization,0.84487,0.89911,0.14485,0.42838,0.07513,0.25,coherence,<|hexagram|>08 <|phase|>crystallization <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Holding Together
8,void,0.84487,0.89911,0.14485,0.42838,0.07513,0.25,coherence,<|hexagram|>08 <|phase|>void <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Holding Together
9,past,0.7089,0.62515,0.35492,0.56868,0.16125,0.5,voiceWeight,<|hexagram|>09 <|phase|>past <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Taming Power of the Small
9,present,0.7089,0.62515,0.35492,0.56868,0.16125,0.5,voiceWeight,<|hexagram|>09 <|phase|>present <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Taming Power of the Small
9,future,0.7089,0.62515,0.35492,0.56868,0.16125,0.5,voiceWeight,<|hexagram|>09 <|phase|>future <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Taming Power of the Small
9,transition,0.7089,0.62515,0.35492,0.56868,0.16125,0.5,voiceWeight,<|hexagram|>09 <|phase|>transition <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Taming Power of the Small
9,resolution,0.7089,0.62515,0.35492,0.56868,0.16125,0.5,voiceWeight,<|hexagram|>09 <|phase|>resolution <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Taming Power of the Small
9,dissolution,0.7089,0.62515,0.35492,0.56868,0.16125,0.5,voiceWeight,<|hexagram|>09 <|phase|>dissolution <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Taming Power of the Small
9,crystallization,0.7089,0.62515,0.35492,0.56868,0.16125,0.5,voiceWeight,<|hexagram|>09 <|phase|>crystallization <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Taming Power of the Small
9,void,0.7089,0.62515,0.35492,0.56868,0.16125,0.5,voiceWeight,<|hexagram|>09 <|phase|>void <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Taming Power of the Small
10,past,0.85271,0.82097,0.25492,0.32875,0.26087,0.5,voiceWeight,<|hexagram|>10 <|phase|>past <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Treading
10,present,0.85271,0.82097,0.25492,0.32875,0.26087,0.5,voiceWeight,<|hexagram|>10 <|phase|>present <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Treading
10,future,0.85271,0.82097,0.25492,0.32875,0.26087,0.5,voiceWeight,<|hexagram|>10 <|phase|>future <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Treading
10,transition,0.85271,0.82097,0.25492,0.32875,0.26087,0.5,voiceWeight,<|hexagram|>10 <|phase|>transition <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Treading
10,resolution,0.85271,0.82097,0.25492,0.32875,0.26087,0.5,voiceWeight,<|hexagram|>10 <|phase|>resolution <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Treading
10,dissolution,0.85271,0.82097,0.25492,0.32875,0.26087,0.5,voiceWeight,<|hexagram|>10 <|phase|>dissolution <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Treading
10,crystallization,0.85271,0.82097,0.25492,0.32875,0.26087,0.5,voiceWeight,<|hexagram|>10 <|phase|>crystallization <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Treading
10,void,0.85271,0.82097,0.25492,0.32875,0.26087,0.5,voiceWeight,<|hexagram|>10 <|phase|>void <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Treading
11,past,0.90621,0.955,0.065,0.22368,0.0169,0.25,coherence,<|hexagram|>11 <|phase|>past <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Peace
11,present,0.90621,0.955,0.065,0.22368,0.0169,0.25,coherence,<|hexagram|>11 <|phase|>present <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Peace
11,future,0.90621,0.955,0.065,0.22368,0.0169,0.25,coherence,<|hexagram|>11 <|phase|>future <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Peace
11,transition,0.90621,0.955,0.065,0.22368,0.0169,0.25,coherence,<|hexagram|>11 <|phase|>transition <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Peace
11,resolution,0.90621,0.955,0.065,0.22368,0.0169,0.25,coherence,<|hexagram|>11 <|phase|>resolution <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Peace
11,dissolution,0.90621,0.955,0.065,0.22368,0.0169,0.25,coherence,<|hexagram|>11 <|phase|>dissolution <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Peace
11,crystallization,0.90621,0.955,0.065,0.22368,0.0169,0.25,coherence,<|hexagram|>11 <|phase|>crystallization <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Peace
11,void,0.90621,0.955,0.065,0.22368,0.0169,0.25,coherence,<|hexagram|>11 <|phase|>void <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Peace
12,past,0.8493,0.82177,0.21838,0.11273,0.311,0.5,voiceWeight,<|hexagram|>12 <|phase|>past <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Standstill
12,present,0.8493,0.82177,0.21838,0.11273,0.311,0.5,voiceWeight,<|hexagram|>12 <|phase|>present <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Standstill
12,future,0.8493,0.82177,0.21838,0.11273,0.311,0.5,voiceWeight,<|hexagram|>12 <|phase|>future <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Standstill
12,transition,0.8493,0.82177,0.21838,0.11273,0.311,0.5,voiceWeight,<|hexagram|>12 <|phase|>transition <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Standstill
12,resolution,0.8493,0.82177,0.21838,0.11273,0.311,0.5,voiceWeight,<|hexagram|>12 <|phase|>resolution <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Standstill
12,dissolution,0.8493,0.82177,0.21838,0.11273,0.311,0.5,voiceWeight,<|hexagram|>12 <|phase|>dissolution <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Standstill
12,crystallization,0.8493,0.82177,0.21838,0.11273,0.311,0.5,voiceWeight,<|hexagram|>12 <|phase|>crystallization <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Standstill
12,void,0.8493,0.82177,0.21838,0.11273,0.311,0.5,voiceWeight,<|hexagram|>12 <|phase|>void <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Standstill
13,past,0.89681,0.86104,0.23515,0.37838,0.1314,0.5,voiceWeight,<|hexagram|>13 <|phase|>past <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Fellowship with Men
13,present,0.89681,0.86104,0.23515,0.37838,0.1314,0.5,voiceWeight,<|hexagram|>13 <|phase|>present <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Fellowship with Men
13,future,0.89681,0.86104,0.23515,0.37838,0.1314,0.5,voiceWeight,<|hexagram|>13 <|phase|>future <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Fellowship with Men
13,transition,0.89681,0.86104,0.23515,0.37838,0.1314,0.5,voiceWeight,<|hexagram|>13 <|phase|>transition <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Fellowship with Men
13,resolution,0.89681,0.86104,0.23515,0.37838,0.1314,0.5,voiceWeight,<|hexagram|>13 <|phase|>resolution <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Fellowship with Men
13,dissolution,0.89681,0.86104,0.23515,0.37838,0.1314,0.5,voiceWeight,<|hexagram|>13 <|phase|>dissolution <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Fellowship with Men
13,crystallization,0.89681,0.86104,0.23515,0.37838,0.1314,0.5,voiceWeight,<|hexagram|>13 <|phase|>crystallization <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Fellowship with Men
13,void,0.89681,0.86104,0.23515,0.37838,0.1314,0.5,voiceWeight,<|hexagram|>13 <|phase|>void <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Fellowship with Men
14,past,0.93027,0.92805,0.11246,0.27368,0.05871,0.25,voiceWeight,<|hexagram|>14 <|phase|>past <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Possession in Great Measure
14,present,0.93027,0.92805,0.11246,0.27368,0.05871,0.25,voiceWeight,<|hexagram|>14 <|phase|>present <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Possession in Great Measure
14,future,0.93027,0.92805,0.11246,0.27368,0.05871,0.25,voiceWeight,<|hexagram|>14 <|phase|>future <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Possession in Great Measure
14,transition,0.93027,0.92805,0.11246,0.27368,0.05871,0.25,voiceWeight,<|hexagram|>14 <|phase|>transition <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Possession in Great Measure
14,resolution,0.93027,0.92805,0.11246,0.27368,0.05871,0.25,voiceWeight,<|hexagram|>14 <|phase|>resolution <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Possession in Great Measure
14,dissolution,0.93027,0.92805,0.11246,0.27368,0.05871,0.25,voiceWeight,<|hexagram|>14 <|phase|>dissolution <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Possession in Great Measure
14,crystallization,0.93027,0.92805,0.11246,0.27368,0.05871,0.25,voiceWeight,<|hexagram|>14 <|phase|>crystallization <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Possession in Great Measure
14,void,0.93027,0.92805,0.11246,0.27368,0.05871,0.25,voiceWeight,<|hexagram|>14 <|phase|>void <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Possession in Great Measure
15,past,0.81129,0.93602,0.11246,0.17621,0.06125,0.25,coherence,<|hexagram|>15 <|phase|>past <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Modesty
15,present,0.81129,0.93602,0.11246,0.17621,0.06125,0.25,coherence,<|hexagram|>15 <|phase|>present <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Modesty
15,future,0.81129,0.93602,0.11246,0.17621,0.06125,0.25,coherence,<|hexagram|>15 <|phase|>future <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Modesty
15,transition,0.81129,0.93602,0.11246,0.17621,0.06125,0.25,coherence,<|hexagram|>15 <|phase|>transition <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Modesty
15,resolution,0.81129,0.93602,0.11246,0.17621,0.06125,0.25,coherence,<|hexagram|>15 <|phase|>resolution <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Modesty
15,dissolution,0.81129,0.93602,0.11246,0.17621,0.06125,0.25,coherence,<|hexagram|>15 <|phase|>dissolution <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Modesty
15,crystallization,0.81129,0.93602,0.11246,0.17621,0.06125,0.25,coherence,<|hexagram|>15 <|phase|>crystallization <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Modesty
15,void,0.81129,0.93602,0.11246,0.17621,0.06125,0.25,coherence,<|hexagram|>15 <|phase|>void <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Modesty
16,past,0.79385,0.68038,0.3147,0.52815,0.08618,0.75,voiceWeight,<|hexagram|>16 <|phase|>past <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.75 <|source|>baseline <|name|>Enthusiasm
16,present,0.79385,0.68038,0.3147,0.52815,0.08618,0.75,voiceWeight,<|hexagram|>16 <|phase|>present <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.75 <|source|>baseline <|name|>Enthusiasm
16,future,0.79385,0.68038,0.3147,0.52815,0.08618,0.75,voiceWeight,<|hexagram|>16 <|phase|>future <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.75 <|source|>baseline <|name|>Enthusiasm
16,transition,0.79385,0.68038,0.3147,0.52815,0.08618,0.75,voiceWeight,<|hexagram|>16 <|phase|>transition <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.75 <|source|>baseline <|name|>Enthusiasm
16,resolution,0.79385,0.68038,0.3147,0.52815,0.08618,0.75,voiceWeight,<|hexagram|>16 <|phase|>resolution <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.75 <|source|>baseline <|name|>Enthusiasm
16,dissolution,0.79385,0.68038,0.3147,0.52815,0.08618,0.75,voiceWeight,<|hexagram|>16 <|phase|>dissolution <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.75 <|source|>baseline <|name|>Enthusiasm
16,crystallization,0.79385,0.68038,0.3147,0.52815,0.08618,0.75,voiceWeight,<|hexagram|>16 <|phase|>crystallization <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.75 <|source|>baseline <|name|>Enthusiasm
