hexagram_id,phase,voiceWeight,coherence,chaos,whimsy,darkTone,porosity_norm,dominant_axis,text
2,future,0.46878,0.48115,0.10355,0.19579,0.08147,0.25,coherence,<|hexagram|>02 <|phase|>future <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>The Receptive
2,transition,0.46878,0.48115,0.10355,0.19579,0.08147,0.25,coherence,<|hexagram|>02 <|phase|>transition <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>The Receptive
2,resolution,0.46878,0.48115,0.10355,0.19579,0.08147,0.25,coherence,<|hexagram|>02 <|phase|>resolution <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>The Receptive
2,dissolution,0.46878,0.48115,0.10355,0.19579,0.08147,0.25,coherence,<|hexagram|>02 <|phase|>dissolution <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>The Receptive
2,crystallization,0.46878,0.48115,0.10355,0.19579,0.08147,0.25,coherence,<|hexagram|>02 <|phase|>crystallization <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>The Receptive
2,void,0.46878,0.48115,0.10355,0.19579,0.08147,0.25,coherence,<|hexagram|>02 <|phase|>void <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>The Receptive
3,past,0.46697,0.44302,0.16333,0.23729,0.1081,0.5,voiceWeight,<|hexagram|>03 <|phase|>past <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Difficulty at the Beginning
3,present,0.46697,0.44302,0.16333,0.23729,0.1081,0.5,voiceWeight,<|hexagram|>03 <|phase|>present <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Difficulty at the Beginning
3,future,0.46697,0.44302,0.16333,0.23729,0.1081,0.5,voiceWeight,<|hexagram|>03 <|phase|>future <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Difficulty at the Beginning
3,transition,0.46697,0.44302,0.16333,0.23729,0.1081,0.5,voiceWeight,<|hexagram|>03 <|phase|>transition <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Difficulty at the Beginning
3,resolution,0.46697,0.44302,0.16333,0.23729,0.1081,0.5,voiceWeight,<|hexagram|>03 <|phase|>resolution <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Difficulty at the Beginning
3,dissolution,0.46697,0.44302,0.16333,0.23729,0.1081,0.5,voiceWeight,<|hexagram|>03 <|phase|>dissolution <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Difficulty at the Beginning
3,crystallization,0.46697,0.44302,0.16333,0.23729,0.1081,0.5,voiceWeight,<|hexagram|>03 <|phase|>crystallization <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Difficulty at the Beginning
3,void,0.46697,0.44302,0.16333,0.23729,0.1081,0.5,voiceWeight,<|hexagram|>03 <|phase|>void <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Difficulty at the Beginning
4,past,0.47506,0.45527,0.13904,0.1756,0.14958,0.5,voiceWeight,<|hexagram|>04 <|phase|>past <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Youthful Folly
4,present,0.47506,0.45527,0.13904,0.1756,0.14958,0.5,voiceWeight,<|hexagram|>04 <|phase|>present <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Youthful Folly
4,future,0.47506,0.45527,0.13904,0.1756,0.14958,0.5,voiceWeight,<|hexagram|>04 <|phase|>future <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Youthful Folly
4,transition,0.47506,0.45527,0.13904,0.1756,0.14958,0.5,voiceWeight,<|hexagram|>04 <|phase|>transition <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Youthful Folly
4,resolution,0.47506,0.45527,0.13904,0.1756,0.14958,0.5,voiceWeight,<|hexagram|>04 <|phase|>resolution <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Youthful Folly
4,dissolution,0.47506,0.45527,0.13904,0.1756,0.14958,0.5,voiceWeight,<|hexagram|>04 <|phase|>dissolution <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Youthful Folly
4,crystallization,0.47506,0.45527,0.13904,0.1756,0.14958,0.5,voiceWeight,<|hexagram|>04 <|phase|>crystallization <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Youthful Folly
4,void,0.47506,0.45527,0.13904,0.1756,0.14958,0.5,voiceWeight,<|hexagram|>04 <|phase|>void <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Youthful Folly
5,past,0.51369,0.48781,0.12531,0.15884,0.13525,0.5,voiceWeight,<|hexagram|>05 <|phase|>past <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Waiting
5,present,0.51369,0.48781,0.12531,0.15884,0.13525,0.5,voiceWeight,<|hexagram|>05 <|phase|>present <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Waiting
5,future,0.51369,0.48781,0.12531,0.15884,0.13525,0.5,voiceWeight,<|hexagram|>05 <|phase|>future <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Waiting
5,transition,0.51369,0.48781,0.12531,0.15884,0.13525,0.5,voiceWeight,<|hexagram|>05 <|phase|>transition <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Waiting
5,resolution,0.51369,0.48781,0.12531,0.15884,0.13525,0.5,voiceWeight,<|hexagram|>05 <|phase|>resolution <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Waiting
5,dissolution,0.51369,0.48781,0.12531,0.15884,0.13525,0.5,voiceWeight,<|hexagram|>05 <|phase|>dissolution <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Waiting
5,crystallization,0.51369,0.48781,0.12531,0.15884,0.13525,0.5,voiceWeight,<|hexagram|>05 <|phase|>crystallization <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Waiting
5,void,0.51369,0.48781,0.12531,0.15884,0.13525,0.5,voiceWeight,<|hexagram|>05 <|phase|>void <|action|>WAIT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Waiting
6,past,0.50511,0.47408,0.13904,0.15713,0.15241,1.0,voiceWeight,<|hexagram|>06 <|phase|>past <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>1.00 <|source|>baseline <|name|>Conflict
6,present,0.50511,0.47408,0.13904,0.15713,0.15241,1.0,voiceWeight,<|hexagram|>06 <|phase|>present <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>1.00 <|source|>baseline <|name|>Conflict
6,future,0.50511,0.47408,0.13904,0.15713,0.15241,1.0,voiceWeight,<|hexagram|>06 <|phase|>future <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>1.00 <|source|>baseline <|name|>Conflict
6,transition,0.50511,0.47408,0.13904,0.15713,0.15241,1.0,voiceWeight,<|hexagram|>06 <|phase|>transition <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>1.00 <|source|>baseline <|name|>Conflict
6,resolution,0.50511,0.47408,0.13904,0.15713,0.15241,1.0,voiceWeight,<|hexagram|>06 <|phase|>resolution <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>1.00 <|source|>baseline <|name|>Conflict
6,dissolution,0.50511,0.47408,0.13904,0.15713,0.15241,1.0,voiceWeight,<|hexagram|>06 <|phase|>dissolution <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>1.00 <|source|>baseline <|name|>Conflict
6,crystallization,0.50511,0.47408,0.13904,0.15713,0.15241,1.0,voiceWeight,<|hexagram|>06 <|phase|>crystallization <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>1.00 <|source|>baseline <|name|>Conflict
6,void,0.50511,0.47408,0.13904,0.15713,0.15241,1.0,voiceWeight,<|hexagram|>06 <|phase|>void <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>1.00 <|source|>baseline <|name|>Conflict
7,past,0.4642,0.44607,0.14135,0.18827,0.13629,0.25,voiceWeight,<|hexagram|>07 <|phase|>past <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>The Army
7,present,0.4642,0.44607,0.14135,0.18827,0.13629,0.25,voiceWeight,<|hexagram|>07 <|phase|>present <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>The Army
7,future,0.4642,0.44607,0.14135,0.18827,0.13629,0.25,voiceWeight,<|hexagram|>07 <|phase|>future <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>The Army
7,transition,0.4642,0.44607,0.14135,0.18827,0.13629,0.25,voiceWeight,<|hexagram|>07 <|phase|>transition <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>The Army
7,resolution,0.4642,0.44607,0.14135,0.18827,0.13629,0.25,voiceWeight,<|hexagram|>07 <|phase|>resolution <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>The Army
7,dissolution,0.4642,0.44607,0.14135,0.18827,0.13629,0.25,voiceWeight,<|hexagram|>07 <|phase|>dissolution <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>The Army
7,crystallization,0.4642,0.44607,0.14135,0.18827,0.13629,0.25,voiceWeight,<|hexagram|>07 <|phase|>crystallization <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>The Army
7,void,0.4642,0.44607,0.14135,0.18827,0.13629,0.25,voiceWeight,<|hexagram|>07 <|phase|>void <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>The Army
8,past,0.46935,0.46152,0.1259,0.18655,0.11913,0.25,voiceWeight,<|hexagram|>08 <|phase|>past <|action|>YIELD <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Holding Together
8,present,0.46935,0.46152,0.1259,0.18655,0.11913,0.25,voiceWeight,<|hexagram|>08 <|phase|>present <|action|>YIELD <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Holding Together
8,future,0.46935,0.46152,0.1259,0.18655,0.11913,0.25,voiceWeight,<|hexagram|>08 <|phase|>future <|action|>YIELD <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Holding Together
8,transition,0.46935,0.46152,0.1259,0.18655,0.11913,0.25,voiceWeight,<|hexagram|>08 <|phase|>transition <|action|>YIELD <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Holding Together
8,resolution,0.46935,0.46152,0.1259,0.18655,0.11913,0.25,voiceWeight,<|hexagram|>08 <|phase|>resolution <|action|>YIELD <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Holding Together
8,dissolution,0.46935,0.46152,0.1259,0.18655,0.11913,0.25,voiceWeight,<|hexagram|>08 <|phase|>dissolution <|action|>YIELD <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Holding Together
8,crystallization,0.46935,0.46152,0.1259,0.18655,0.11913,0.25,voiceWeight,<|hexagram|>08 <|phase|>crystallization <|action|>YIELD <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Holding Together
8,void,0.46935,0.46152,0.1259,0.18655,0.11913,0.25,voiceWeight,<|hexagram|>08 <|phase|>void <|action|>YIELD <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Holding Together
9,past,0.53151,0.51391,0.11611,0.17413,0.11352,0.5,voiceWeight,<|hexagram|>09 <|phase|>past <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Taming Power of the Small
9,present,0.53151,0.51391,0.11611,0.17413,0.11352,0.5,voiceWeight,<|hexagram|>09 <|phase|>present <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Taming Power of the Small
9,future,0.53151,0.51391,0.11611,0.17413,0.11352,0.5,voiceWeight,<|hexagram|>09 <|phase|>future <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Taming Power of the Small
9,transition,0.53151,0.51391,0.11611,0.17413,0.11352,0.5,voiceWeight,<|hexagram|>09 <|phase|>transition <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Taming Power of the Small
9,resolution,0.53151,0.51391,0.11611,0.17413,0.11352,0.5,voiceWeight,<|hexagram|>09 <|phase|>resolution <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Taming Power of the Small
9,dissolution,0.53151,0.51391,0.11611,0.17413,0.11352,0.5,voiceWeight,<|hexagram|>09 <|phase|>dissolution <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Taming Power of the Small
9,crystallization,0.53151,0.51391,0.11611,0.17413,0.11352,0.5,voiceWeight,<|hexagram|>09 <|phase|>crystallization <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Taming Power of the Small
9,void,0.53151,0.51391,0.11611,0.17413,0.11352,0.5,voiceWeight,<|hexagram|>09 <|phase|>void <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Taming Power of the Small
10,past,0.53794,0.52103,0.11451,0.16927,0.10194,0.5,voiceWeight,<|hexagram|>10 <|phase|>past <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Treading
10,present,0.53794,0.52103,0.11451,0.16927,0.10194,0.5,voiceWeight,<|hexagram|>10 <|phase|>present <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Treading
10,future,0.53794,0.52103,0.11451,0.16927,0.10194,0.5,voiceWeight,<|hexagram|>10 <|phase|>future <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Treading
10,transition,0.53794,0.52103,0.11451,0.16927,0.10194,0.5,voiceWeight,<|hexagram|>10 <|phase|>transition <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Treading
10,resolution,0.53794,0.52103,0.11451,0.16927,0.10194,0.5,voiceWeight,<|hexagram|>10 <|phase|>resolution <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Treading
10,dissolution,0.53794,0.52103,0.11451,0.16927,0.10194,0.5,voiceWeight,<|hexagram|>10 <|phase|>dissolution <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Treading
10,crystallization,0.53794,0.52103,0.11451,0.16927,0.10194,0.5,voiceWeight,<|hexagram|>10 <|phase|>crystallization <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Treading
10,void,0.53794,0.52103,0.11451,0.16927,0.10194,0.5,voiceWeight,<|hexagram|>10 <|phase|>void <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Treading
11,past,0.5198,0.51689,0.0813,0.14263,0.08362,0.25,voiceWeight,<|hexagram|>11 <|phase|>past <|action|>YIELD <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Peace
11,present,0.5198,0.51689,0.0813,0.14263,0.08362,0.25,voiceWeight,<|hexagram|>11 <|phase|>present <|action|>YIELD <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Peace
11,future,0.5198,0.51689,0.0813,0.14263,0.08362,0.25,voiceWeight,<|hexagram|>11 <|phase|>future <|action|>YIELD <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Peace
11,transition,0.5198,0.51689,0.0813,0.14263,0.08362,0.25,voiceWeight,<|hexagram|>11 <|phase|>transition <|action|>YIELD <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Peace
11,resolution,0.5198,0.51689,0.0813,0.14263,0.08362,0.25,voiceWeight,<|hexagram|>11 <|phase|>resolution <|action|>YIELD <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Peace
11,dissolution,0.5198,0.51689,0.0813,0.14263,0.08362,0.25,voiceWeight,<|hexagram|>11 <|phase|>dissolution <|action|>YIELD <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Peace
11,crystallization,0.5198,0.51689,0.0813,0.14263,0.08362,0.25,voiceWeight,<|hexagram|>11 <|phase|>crystallization <|action|>YIELD <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Peace
11,void,0.5198,0.51689,0.0813,0.14263,0.08362,0.25,voiceWeight,<|hexagram|>11 <|phase|>void <|action|>YIELD <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Peace
12,past,0.51637,0.51861,0.07958,0.1392,0.08362,0.5,coherence,<|hexagram|>12 <|phase|>past <|action|>WAIT <|dominant|>coherence <|porosity|>0.50 <|source|>baseline <|name|>Standstill
12,present,0.51637,0.51861,0.07958,0.1392,0.08362,0.5,coherence,<|hexagram|>12 <|phase|>present <|action|>WAIT <|dominant|>coherence <|porosity|>0.50 <|source|>baseline <|name|>Standstill
12,future,0.51637,0.51861,0.07958,0.1392,0.08362,0.5,coherence,<|hexagram|>12 <|phase|>future <|action|>WAIT <|dominant|>coherence <|porosity|>0.50 <|source|>baseline <|name|>Standstill
12,transition,0.51637,0.51861,0.07958,0.1392,0.08362,0.5,coherence,<|hexagram|>12 <|phase|>transition <|action|>WAIT <|dominant|>coherence <|porosity|>0.50 <|source|>baseline <|name|>Standstill
12,resolution,0.51637,0.51861,0.07958,0.1392,0.08362,0.5,coherence,<|hexagram|>12 <|phase|>resolution <|action|>WAIT <|dominant|>coherence <|porosity|>0.50 <|source|>baseline <|name|>Standstill
12,dissolution,0.51637,0.51861,0.07958,0.1392,0.08362,0.5,coherence,<|hexagram|>12 <|phase|>dissolution <|action|>WAIT <|dominant|>coherence <|porosity|>0.50 <|source|>baseline <|name|>Standstill
12,crystallization,0.51637,0.51861,0.07958,0.1392,0.08362,0.5,coherence,<|hexagram|>12 <|phase|>crystallization <|action|>WAIT <|dominant|>coherence <|porosity|>0.50 <|source|>baseline <|name|>Standstill
12,void,0.51637,0.51861,0.07958,0.1392,0.08362,0.5,coherence,<|hexagram|>12 <|phase|>void <|action|>WAIT <|dominant|>coherence <|porosity|>0.50 <|source|>baseline <|name|>Standstill
13,past,0.54652,0.5279,0.10593,0.13495,0.10538,0.5,voiceWeight,<|hexagram|>13 <|phase|>past <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Fellowship with Men
13,present,0.54652,0.5279,0.10593,0.13495,0.10538,0.5,voiceWeight,<|hexagram|>13 <|phase|>present <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Fellowship with Men
13,future,0.54652,0.5279,0.10593,0.13495,0.10538,0.5,voiceWeight,<|hexagram|>13 <|phase|>future <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Fellowship with Men
13,transition,0.54652,0.5279,0.10593,0.13495,0.10538,0.5,voiceWeight,<|hexagram|>13 <|phase|>transition <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Fellowship with Men
13,resolution,0.54652,0.5279,0.10593,0.13495,0.10538,0.5,voiceWeight,<|hexagram|>13 <|phase|>resolution <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Fellowship with Men
13,dissolution,0.54652,0.5279,0.10593,0.13495,0.10538,0.5,voiceWeight,<|hexagram|>13 <|phase|>dissolution <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Fellowship with Men
13,crystallization,0.54652,0.5279,0.10593,0.13495,0.10538,0.5,voiceWeight,<|hexagram|>13 <|phase|>crystallization <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Fellowship with Men
13,void,0.54652,0.5279,0.10593,0.13495,0.10538,0.5,voiceWeight,<|hexagram|>13 <|phase|>void <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.50 <|source|>baseline <|name|>Fellowship with Men
14,past,0.53597,0.51906,0.11955,0.16383,0.11524,0.25,voiceWeight,<|hexagram|>14 <|phase|>past <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Possession in Great Measure
14,present,0.53597,0.51906,0.11955,0.16383,0.11524,0.25,voiceWeight,<|hexagram|>14 <|phase|>present <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Possession in Great Measure
14,future,0.53597,0.51906,0.11955,0.16383,0.11524,0.25,voiceWeight,<|hexagram|>14 <|phase|>future <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Possession in Great Measure
14,transition,0.53597,0.51906,0.11955,0.16383,0.11524,0.25,voiceWeight,<|hexagram|>14 <|phase|>transition <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Possession in Great Measure
14,resolution,0.53597,0.51906,0.11955,0.16383,0.11524,0.25,voiceWeight,<|hexagram|>14 <|phase|>resolution <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Possession in Great Measure
14,dissolution,0.53597,0.51906,0.11955,0.16383,0.11524,0.25,voiceWeight,<|hexagram|>14 <|phase|>dissolution <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Possession in Great Measure
14,crystallization,0.53597,0.51906,0.11955,0.16383,0.11524,0.25,voiceWeight,<|hexagram|>14 <|phase|>crystallization <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Possession in Great Measure
14,void,0.53597,0.51906,0.11955,0.16383,0.11524,0.25,voiceWeight,<|hexagram|>14 <|phase|>void <|action|>ASSERT <|dominant|>voiceWeight <|porosity|>0.25 <|source|>baseline <|name|>Possession in Great Measure
15,past,0.47964,0.49035,0.09845,0.18312,0.09177,0.25,coherence,<|hexagram|>15 <|phase|>past <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Modesty
15,present,0.47964,0.49035,0.09845,0.18312,0.09177,0.25,coherence,<|hexagram|>15 <|phase|>present <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Modesty
15,future,0.47964,0.49035,0.09845,0.18312,0.09177,0.25,coherence,<|hexagram|>15 <|phase|>future <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Modesty
15,transition,0.47964,0.49035,0.09845,0.18312,0.09177,0.25,coherence,<|hexagram|>15 <|phase|>transition <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Modesty
15,resolution,0.47964,0.49035,0.09845,0.18312,0.09177,0.25,coherence,<|hexagram|>15 <|phase|>resolution <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Modesty
15,dissolution,0.47964,0.49035,0.09845,0.18312,0.09177,0.25,coherence,<|hexagram|>15 <|phase|>dissolution <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Modesty
15,crystallization,0.47964,0.49035,0.09845,0.18312,0.09177,0.25,coherence,<|hexagram|>15 <|phase|>crystallization <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Modesty
15,void,0.47964,0.49035,0.09845,0.18312,0.09177,0.25,coherence,<|hexagram|>15 <|phase|>void <|action|>YIELD <|dominant|>coherence <|porosity|>0.25 <|source|>baseline <|name|>Modesty
16,past,0.47455,0.46978,0.128,0.22108,0.06304,0.75,voiceWeight,<|hexagram|>16 <|phase|>past <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.75 <|source|>baseline <|name|>Enthusiasm
16,present,0.47455,0.46978,0.128,0.22108,0.06304,0.75,voiceWeight,<|hexagram|>16 <|phase|>present <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.75 <|source|>baseline <|name|>Enthusiasm
16,future,0.47455,0.46978,0.128,0.22108,0.06304,0.75,voiceWeight,<|hexagram|>16 <|phase|>future <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.75 <|source|>baseline <|name|>Enthusiasm
16,transition,0.47455,0.46978,0.128,0.22108,0.06304,0.75,voiceWeight,<|hexagram|>16 <|phase|>transition <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.75 <|source|>baseline <|name|>Enthusiasm
16,resolution,0.47455,0.46978,0.128,0.22108,0.06304,0.75,voiceWeight,<|hexagram|>16 <|phase|>resolution <|action|>ADAPT <|dominant|>voiceWeight <|porosity|>0.75 <|source|>baseline <|name|>Enthusiasm
